MIN_VALUE_NEG_85	valor mínimo es -85
MAX_VALUE_180	valor máximo es 180
MIN_VALUE_NEG_180	valor mínimo es -180
FILTERS	Limitar la búsqueda a
DESCRIPTION	descripción
NEW_USER_EMAIL	introduzca la dirección de correo electrónico del nuevo usuario
PHOTO_INFORMATION	información de la fotografía
SHOW_INFO	mostrar información
HIDE_INFO	ocultar información
NO_PHOTOS_SELECTED_FOR_UPLOAD	¡No se seleccionaron para la carga de fotos!
RETURN	regreso
ADD_TO_GALLERY	añadir a la galería
SAVE_AND_PUBLISH	guardar y publicar
SAVE_AND_UNPUBLISH	guardar y anular la publicación
LICENSES	Licencias
LICENSABLE	a imagen puede obtener licencia
LICENSABLE_PHOTOS	fotos licenciables
UNLICENSABLE_PHOTOS	fotos unlicenciables
SPONSORED_PHOTOS	fotos patrocinadas
UNSPONSORED_PHOTOS	fotos no patrocinadas
LIGHTBOXES	cajas de luz
CREATE_LIGHTBOX	nueva caja de luz
REMOVE_FROM_LIGHTBOX	¿Estás seguro de que quieres eliminar esta foto de la caja de luz?
ADD_TO_LIGHTBOX	añadir a la mesa de luz
MARK_AS_COLOR	marcar como (color)
GALLERY	galería
LIGHTBOX	caja ligera
SELECT_GALLERY	seleccione una galería
SELECT_LIGHTBOX	seleccionar caja de luz
SEND	enviar
UPDATE_LIGHTBOX_COLOR_SUCCESS	color actualizado con éxito de las fotos
UPDATE_LIGHTBOX_COLOR_FAILURE	incapaz de actualizar el color de las fotos
SEND_TO_GALLERY_SUCCESS	agregó fotos a la galería
SEND_TO_GALLERY_FAILURE	No se pueden agregar fotos a la galería
SEND_TO_LIGHTBOX_SUCCESS	agregó fotos a la caja de luz
SEND_TO_LIGHTBOX_FAILURE	no se pueden añadir fotos al lightbox
CONFIRM_REMOVE_FROM_LIGHTBOX	
DELETE_LIGHTBOX	borrar caja de luz
DELETE_LIGHTBOX_SUCCESS	Caja de luz eliminada correctamente
DELETE_LIGHTBOX_FAILURE	No se pudo eliminar el lightbox obtuvo el error
SELECT_GALLERIES	Selecciona Galerías
EXCEEDED_MAX_UPLOAD	No se pudo completar la subida. Solo puedes subir %max% fotos a la vez.
CLICK_ADD_GALLERY	haga clic para agregar a la galería
CLICK_ADD_LIGHTBOX	haga clic para agregar a la mesa de luz
CLICK_TO_SELECT	clic para seleccionar
CLICK_REMOVE_GALLERY	haga clic para eliminar de la galería
CLICK_REMOVE_LIGHTBOX	haga clic para eliminar de la caja de luz
CLICK_TO_DESELECT	haga clic para anular la selección
MOVE_TO	mover a
CONFIRM_REMOVE_FROM_GALLERY	¿Seguro que quieres eliminar la(s) siguiente(s) foto(s) de la galería?
NO_GALLERY_PUBLISH_PRIV	No puedes publicar esta galería porque no tienes privilegios para hacerlo. Hable con un administrador para obtener más detalles.
NO_GALLERY_SAVE_PRIV	You cannot update this gallery because you do not have privileges to do so. Talk to an admin for more details.
SOURCE	fuente
COPYRIGHT	derechos de autor
CANONICAL_URL	url canónica
SITE	Sitio
SITES	sitios
SOURCE_NAME	Nombre de fuente de Arc
SOURCE_TYPE	Tipo de fuente de Arc
SOURCE_ID	Id de la fuente
SUBTYPE	Subtipo
LABEL	Etiqueta
SLUG	Resumen
CONTENT_RESTRICTIONS	Restricciones de contenido
SYNDICATION	Sindicación
EXTERNAL_DISTRIBUTION	Distribución externa
VISIBLE_TO_SEARCH	Visible para buscar
COMMENTS	Comentarios
ALLOW_COMMENTS	Permitir comentarios
DISPLAY_COMMENTS	Mostrar comentarios
MODERATION_REQUIRED	Moderación requerida
DATE_PREFERENCE	Fecha de Preferencia
CREATED_DATE	Fecha de subida a Anglerfish
UPDATED_DATE	Fecha de la actualización más reciente
TAKEN_ON	Fecha en que se tomó la foto
DEFAULT_SEARCH_RANGE	Rango de búsqueda predeterminado
ALL	Todas
LAST_DAY	En las últimas 24 horas
LAST_WEEK	En la ultima semana
LAST_MONTH	En el último mes
STATUS	Estado
DEFAULT_STATUS	estado predeterminado en la búsqueda 
DISPLAY_DATE	Fecha de visualización
USAGE_INSTRUCTIONS	Instrucciones de uso
WORKFLOW_STATUS	Estado del flujo de trabajo
NOTE	Nota
CROP_PHOTO	Cortar foto
DOWNLOAD_PHOTO	Descargar foto
ASPECT_RATIO	relación de aspecto
ADD	añadir
UPDATE	actualizar
MORE	más
MORE_SOURCES	Añadir nombres de origen para buscar
SOURCE_NAME_SETTINGS	Configuración de nombre de fuente
SOURCE_NAME_SETTINGS_DESCR	Configurar cómo se muestran los nombres para cada fuente
NONE	Ninguna
CHECKBOX	Caja
MORE_BUTTON	Más botón
SELECT_ALL	seleccionar todo
CLEAR	claro
SELECTED	seleccionado
UNABLE_TO_CROP_PHOTO	Hubo un error al recortar la foto.
SPONSORED_CONTENT	Contenido patrocinado
OWNER_NAME	crédito personalizado
CUSTOM_CREDIT	nombre del dueño
LOCATION_PLACEHOLDER	Un lugar o una descripción de la ubicación
PLANNED_PUBLISH_DATE	Fecha de publicación planificada
BEST_MATCH	Mejor Partido
NEWEST	novísimo
OLDEST	antiguo
SORT_BY	ordenar por
BULK_COPY_TEXT	Copiar a todo
WAIT_WHILE_SAVING	Por favor espere mientras guardamos sus fotos
SAVING	Ahorro
FIELD_OPTIONS	Opciones de Campo
DEFAULTS	Valores predeterminados de campo
VISIBILITY	Visibilidad de campo en la pantalla de edición
CANONICAL_WEBSITE	Sitio web canónico
CHOOSE_ONE	elige uno
INGESTION_METHOD	Método de Ingestión
MANUAL_UPLOAD	Carga Manual
SECTIONS	secciones
SECTION_NAMES	Nombres de sección
LARGE	Grande
MEDIUM	Medio
SMALL	Pequeña
XSMALL	X-Pequeña
LOADING_PHOTOS	Cargando Fotos
LOADING_LIGHTBOXES	Cargando Lightboxes
LOADING_GALLERIES	Cargando Galerías
SAVING_PHOTOS	Guardando fotos
SITE_HIERARCHY_SETTINGS	Configuraciones de Jerarquía del Sitio
SITE_NAME	Nombre del sitio
HIERARCHY_NAME	Jerarquía
SITE_HIERARCHY	Jerarquía del sitio
COLORS	Colores
MORE_DETAILS	Más Detalles
WEBSITE_URL	URL del sitio web
SAVING_GALLERY	Guardando Galería
NEW	Nuevo
PHOTOGRAPHER	fotógrafo
PUBLISH_ON_UPLOAD	Publicar Fotos al Cargar
PHOTO_IS	La foto es
RESTRICTED	Restringido
UNRESTRICTED	Irrestricto
CLONE	Clon
DERIVATIVE_OF	Esta imagen es un derivado de
COPY_TO_CLIPBOARD	Copiar a clipblard
COPY_TO_CLIPBOARD_INSTR	Copiar al portapapeles  Ctrl + C, Enter
CREDIT_IN_ARC	Crédito (Registro IPTC en Arc)
TITLE_IN_ARC	Título del trabajo del creador (Registro IPTC en Arc)
HEADLINE_IN_ARC	titular (Registro IPTC en Arc; Anteriormente conocido como "Título")
SOURCE_IN_ARC	Fuente (Registro IPTC en Arc)
GALLERY_DERIVATIVE_OF	Esta galería es un derivado de
LIGHTBOX_DERIVATIVE_OF	Este lightbox es un derivado de
UPLOADED_BY	Subido por
PRIMARY_WEBSITES	Sitios web principales
SELECT_WEBSITE	Seleccione un sitio web
WEBSITES	Sitios web
SAVE_AND_RETURN	Guardar y regresar
DP	Eliminar cualquier foto
DG	Eliminar cualquier galería
UP	Actualiza cualquier foto
UG	Actualiza cualquier galería
PP	Publica cualquier foto
PG	Publica cualquier galería
USPG	Usa fotos y galerías patrocinadas
URP	Usa fotos restringidas
UPS	Subir fotos desde el selector
SPR	Establecer foto restringida
CP	Cortar Foto
CPGL	Clonar fotos y galerías
UOS	Actualizar la configuración de la organización
CPAG	Publicar de forma cruzada cualquier galería
UGPW	Actualizar la página web principal de la galería
VG	Ver galería
MY_ANGLERFISH_PERMISSIONS	Mis permisos de Anglerfish
MY_GROUPS	Mis grupos
MY_CONTACT_INFO	Mi informacion de contacto
MY_PROFILE	Mi Perfil
ORGANIZATION_SETTINGS	Configuración de la Organización
NO_ANGLERFISH_PRIVS	No tiene privilegios específicos de Anglerfish
DISTRIBUTOR_NAME	Nombre del distribuidor
DISTRIBUTOR_CATEGORY	Categoría de distribuidor
DISTRIBUTOR_SUBCATEGORY	Subcategoría del distribuidor
STAFF	personal
WIRES	cables
FREELANCE	freelance
STOCK	stock
HANDOUT	folleto
OTHER	otors
SELECT_CATEGORY	Seleccione una categoría
FIELD_REQUIRED	¿Necesario?
FIELD_VISIBLE	¿Visible?
FIELD_SETTINGS	Configuración de campo
PHOTO_FIELDS	Campos de fotos
PHOTO_ACTIVITY	Actividad de fotos
APPEARS_IN	Aparece en
CHANGE_HISTORY	Cambia la historia
NUMBER_DAYS_RESTRICT_HANDOUT_IMAGES	Número de días para restringir las imágenes de folleto
PRIMARY_SECTION	Sección principal
PRIMARY_WEBSITE	Sitio web principal
ALL_SITES	Todos los sitios
AT	a
ON	en
ASSOCIATED_TASKS	Tareas asociadas
ADD_ASSOCIATED_TASK	Añadir una tarea asociada
IPTC_JOB_IDENTIFIER	Identificador de trabajo (Registro IPTC en Arc)
IPTC_SOURCE	Fuente IPTC
TASK_MODIFICATION_WARNING	Advertencia: los cambios en los ID de tarea de una foto afectarán a la caja de luz asociada a la tarea.
EDIT_LIGHTBOX_DETAILS	Editar detalles de la caja de luz
ASSOCIATED_TASK	Tasas asociadas
NEW_LIGHTBOX_FAILURE	Error al crear la caja de luz
ADD_PHOTOS_TO_A_GALLERY_OR_LIGHTBOX	Añadir fotos a una galería o lightbox
ADD_TO	añadir
SEARCH_AND_SELECT	Busca y selecciona galerías o lightboxes y agrega fotos a ellas
INTERNAL_NOTE	Nota interna
NO_GALLERY_VIEW_PRIV	No puede ver esta galería porque no tiene privilegios para hacerlo. Hable con un administrador para obtener más detalles.
PATH_TO_RESIZER	Camino al redimensionador
NO_PHOTOS_SUMMITTED_FOR_TASKS	Todavía no se han enviado imágenes para tareas
VIEW_URL_AFTER_PUBLISHING	Ver URL después de publicar y guardar
IMAGE_TYPE	Tipo de imagen
PHOTOGRAPH	Fotografía
GRAPHIC	Gráfico
ILLUSTRATION	Ilustración
THUMBNAIL	Miniatura
UPLOAD_IMAGES	Subir imagenes
BROWSE_FILES	Búsqueda de archivos
SELECT_FILES	Selecciona archivos
MULTIEDIT_DISABLED	Solo puedes editar imágenes de forma masiva del mismo tipo
